disease_name,associated_disease
原发性高脂蛋白血症与黄瘤增生病,尿崩症
老年人糖尿病乳酸性中毒,休克
开放性骨折,静脉血栓形成
原发性骨髓纤维化,肝性脑病
老年人糖尿病肾病,昏迷
过敏性咽炎,慢性咽炎
原发性混合型冷球蛋白血症性血管炎,克罗恩病
肝肾综合征,消化道出血
老年人糖尿病酮症酸中毒,癫痫
过劳肥,高血脂
原发性急性闭角型青光眼,白内障
老年人糖尿病性心脏病,猝死
光敏性皮炎,皮炎
原发性甲状腺恶性淋巴瘤,结节性甲状腺肿
附红细胞体病,黄疸
老年人糖尿病周围神经病,心脏骤停与心肺脑复苏
原发性巨球蛋白血症,肾病综合征
急性包皮炎,男性不育症
原发性巨球蛋白血症肾损害,急性肾功能衰竭
孤独症谱系障碍,自闭症
急性淋病,前列腺炎
遗尿,肾髓质囊性病
原发性卵巢绒癌,腹水
腹膜后脂肪瘤,腹胀
原发性慢性闭角型青光眼,视神经萎缩
急性粒细胞性白血病,肺炎
腓总神经卡压症,腓骨肌萎缩症
原发性皮肤滤泡中心细胞性淋巴瘤,老年人结节病
老年人特发性肺纤维化,咯血
老年人特发性肺纤维化, 自发性气胸
老年人特发性肺纤维化, 肺气肿
老年人特发性肺纤维化, 肺动脉高压
老年人特发性肺纤维化, 呼吸衰竭
老年人特发性肺纤维化, 肺性脑病
距骨骨折脱位,创伤性关节炎
原发性皮肤免疫细胞瘤,白血病
老年人痛风,高血压
发热伴血小板减少综合征,弥漫性血管内凝血
原发性脾淋巴瘤,休克
急性假膜型念珠菌口炎,口腔溃疡
原发性青少年型青光眼,近视眼
聚合性痤疮,脓疱疮
急性化脓性腹膜炎,酸中毒
老年人脱水,休克
原发性乳腺淋巴瘤,乳房肿块
胫腓骨骨干骨折,慢性骨髓炎
急性腹泻,电解质紊乱
原发性腮腺淋巴瘤,恶性淋巴瘤
进行性肢端黑变病,遗传性对称性色素异常症
乳腺结节,乳腺增生
老年人胃癌,腹痛
原发性肾上腺皮质功能减退症,休克
胫腓下联合前部分离,肺不张
胫腓下联合前部分离, 尿路感染
老年人胃食管反流病,上消化道出血
老年人胃食管反流病, Barrett食管
老年人胃食管反流病, 消化性溃疡
肾盂旁囊肿,肾脏损伤
髋关节前脱位,创伤性关节炎
老年人稳定型心绞痛,心力衰竭
原发性十二指肠恶性淋巴瘤,肠瘘
肾性水肿,肾小球肾炎
缺水和缺钠,嗜睡症
老年人无症状性心肌缺血,猝死
原发性食管恶性黑色素瘤,吞咽困难
老年人吸入性肺炎,呼吸衰竭
老年人吸入性肺炎, 意识障碍
老年人吸入性肺炎, 心律失常
老年人吸入性肺炎, 休克
老年人吸入性肺炎, 败血症
老年人吸入性肺炎, 肺气肿
老年人吸入性肺炎, 高血压
老年人吸入性肺炎, 心脏病
原发性食管恶性淋巴瘤,食管穿孔
桡骨颈骨折和桡骨头骨骺分离,下尺桡关节脱位
中东呼吸综合征,呼吸衰竭
老年人细菌性脑膜炎,心律失常
原发性痛经,焦虑症
桡骨茎突部狭窄性腱鞘炎,肿胀
老年人夏伊-德雷格综合征,共济失调
原发性系统性淀粉样变,便血
原发性系统性淀粉样变, 多发性骨髓瘤
桡骨远端骨骺分离,桡骨远端骨折
老年人先天性心血管疾病,肺动脉高压
原发性纤维蛋白溶解症,血尿
乳腺结节-测试,乳房疼痛
锁骨下动脉盗血综合征,意识障碍
老年人消化性溃疡,胃溃疡
原发性限局性皮肤淀粉样变,湿疹
枢椎椎体骨折,脑脊液漏
老年人心房扑动,心力衰竭
颈椎先天融合畸形,颈椎病
念珠菌性包皮龟头炎-测试,附睾炎
老年人心房纤颤,心力衰竭
原发性小肠溃疡,腹痛
咽部及颈部食管闭合性损伤,急性纵隔炎
原发性小肠淋巴管扩张症,水肿
老年人心肌梗死,休克
老年人心肌梗死, 心力衰竭
疖与疖病,败血症
原发性心脏淋巴瘤,心肌梗死
老年人心力衰竭,心源性肝硬化
原发性婴幼儿型青光眼,角膜炎
非依赖性物质伴发依赖,营养不良
原发性中枢神经系统淋巴瘤,中枢神经系统白血病
老年人心内膜炎,充血性心力衰竭
老年人心内膜炎, 动脉栓塞
老年人心内膜炎, 心律失常
老年人心内膜炎, 心肌炎
老年人心内膜炎, 动脉瘤
软化斑,肾功能衰竭
圆形糠疹,单纯糠疹
远视,青光眼
老年人心脑综合征,脑出血
软骨黏液样纤维瘤,骨折
月经性哮喘,哮喘
眼眶神经鞘瘤,神经鞘瘤
老年人心室扑动与颤动,心脏骤停与心肺脑复苏
月经疹,痛经
老年人心源性休克,肺水肿
运动员胸背与腰背痛,腰椎间盘突出
胎儿窘迫,脑病
老年人心脏传导阻滞,猝死
运动障碍疾病,智能障碍
结膜结核病,脓肿
老年人心脏猝死,心肌梗死
甲流,胸膜炎
早期乳腺癌,贫血
老年人心脏淀粉样变性,猝死
早期婴儿型癫痫性脑病,婴儿痉挛症
早熟性儿童乳房肥大症,脑膜炎
老年人胸腔积液与胸膜炎,咯血
造影剂肾病,肾功能衰竭
眶骨膜下脓肿,眼球突出
噪声病,内分泌失调
老年人血管性痴呆,失语症
增生性玻璃体视网膜病变,视网膜脱离
绿脓假单胞菌属感染,缺血性坏死
老年人血栓性疾病,静脉血栓形成
增生性骨关节病,滑膜炎
眼眶静脉性血管瘤,静脉曲张
老年人炎症性肠病,克罗恩病
眼球震颤阻滞综合征,弱视
老年人厌氧菌性肺炎,心力衰竭
眼科重症肌无力,皮肌炎
增生性毛根鞘瘤,尿路真菌感染
惊恐症,抑郁症
老年人阳性杆菌肺炎,休克
增殖性红斑,包皮炎
胃出血-测试,休克
间接型颈动脉海绵窦瘘,脑梗死
过敏性皮炎-测试,皮肤瘙痒症
圣路易斯型脑炎,关节痛
谵妄,意识障碍
老年人药物性肝病,肝性脑病
蝎螫伤,肺水肿
老年人胰腺癌,黄疸
掌侧化脓性腱鞘炎、滑囊炎和深间隙感染,积聚
间质性肺炎-测试,呼吸衰竭
少年儿童葡萄膜炎,弱视
掌跖脓疱病,脓疱病
洋葱假单胞菌肺炎,囊性纤维化
掌跖纤维瘤病,癫痫
老年人异位抗利尿素分泌综合征,脑疝
柯萨奇病毒疹,肺炎
掌指骨结核,脓肿
口蹄疫,柯萨奇病毒感染
老年人预激综合征,猝死
蔗尘肺,肺纤维化
全身性特发性毛细血管扩张症,出血性疾病
真菌过敏性哮喘,肺不张
老年人原发性肝癌,肺炎
真菌性关节炎,骨髓炎
恙虫病性肺炎,肺炎
老年人原发性高血压引起的良性小动脉肾硬化,动脉硬化
真菌性食管炎,败血症
甲沟炎和甲下脓肿,骨髓炎
老年人原发性骨髓纤维化,心力衰竭
枕骨下硬结性毛囊炎,脓疱疮
枕颈关节损伤,瘫痪
甲状腺功能减退性心肌病,心律失常
老年人原发性血小板增多症,脑出血
老年人院内获得性肺炎,呼吸衰竭
老年人院内获得性肺炎, 心力衰竭
老年人院内获得性肺炎, 肺水肿
老年人院内获得性肺炎, 心律失常
老年人院内获得性肺炎, 肺性脑病
老年人院内获得性肺炎, 休克
老年人院内获得性肺炎, 急性心肌梗死
老年人院内获得性肺炎, 胸膜炎
老年人院内获得性肺炎, 脓胸
正常颅压脑积水,脑瘤
老年人运动神经元病,多重肺部感染
正常眼压性青光眼,近视
阴囊丝虫病,附睾炎
阴囊丝虫病, 睾丸炎
阴囊丝虫病, 急性淋巴管炎
阴囊丝虫病, 急性淋巴结炎
阴囊丝虫病, 淋巴水肿
阴囊丝虫病, 外阴象皮肿
阴囊丝虫病, 心肌炎
老年人再生障碍性贫血,肺水肿
支气管肺隔离症,肺炎
成人类风湿性关节炎性巩膜炎,视网膜病变
老年人真性红细胞增多症,白血病
支气管源性囊肿,气胸
大脑大静脉瘤,脑积水
老年人阵发性室上性心动过速,猝死
支气管中心性肉芽肿病,肺不张
肺隔离症,脊柱畸形
老年人正常压力脑积水,癫痫
肢端肥大症,糖尿病
肢端肥大症, 高血压
肢端肥大症, 心律失常
肢端肥大症, 睡眠障碍
肢端肥大症, 尿崩症
肢端肥大症, 骨质疏松
肢端肥大症, 视神经萎缩
肺疝,腹痛
肢端肥大症性心肌病,心力衰竭
老年人支气管扩张,慢性呼吸衰竭
老年人支气管扩张, 慢性肺源性心脏病
老年人支气管扩张, 肺脓肿
老年人支气管扩张, 失血性休克
肢端纤维角化瘤,内伤发热
老年人支气管哮喘,气胸
老年人支气管哮喘, 纵隔气肿
老年人支气管哮喘, 肺不张
老年人支气管哮喘, 慢性支气管炎
老年人支气管哮喘, 支气管扩张
放射性脊髓病,脱发
脂肪营养不良,高脂血症
老年人支原体肺炎,脑膜炎
老年人支原体肺炎, 多发性神经炎
老年人支原体肺炎, 癫痫
老年人支原体肺炎, 自身免疫性溶血性贫血
老年人支原体肺炎, 血小板减少性紫癜
老年人支原体肺炎, 心包积液
老年人支原体肺炎, 心律失常
老年人支原体肺炎, 腹泻
老年人支原体肺炎, 鼻窦炎
老年人支原体肺炎, 低钠血症
老年人支原体肺炎, 意识障碍
非典型分枝杆菌性巩膜炎,巩膜炎
老年人脂肪肝,上消化道出血
老年人终末期肺炎,肾功能衰竭
肺真菌病,肺脓肿
脂溢性角化病,瘙痒症
蜘蛛痣,心力衰竭
老年人重症肌无力,胸腺瘤
铬及其化合物引起的皮肤病,哮喘
直接型颈动脉海绵窦瘘,休克
老年人蛛网膜下腔出血,心肌梗死
老年人蛛网膜下腔出血, 头痛
老年人蛛网膜下腔出血, 意识障碍
老年人蛛网膜下腔出血, 消化道出血
老年人蛛网膜下腔出血, 急性肺水肿
老年人蛛网膜下腔出血, 昏迷
老年人蛛网膜下腔出血, 脑积水
老年人蛛网膜下腔出血, 尿崩症
老年人蛛网膜下腔出血, 脑梗死
老年人蛛网膜下腔出血, 癫痫
感染性血小板减少性紫癜,弥散性血管内凝血
职业性皮肤癌,肾功能衰竭
老年人主动脉夹层分离,腹痛
过敏性血管炎,消化道出血
过敏性血管炎, 紫癜性肾炎
过敏性血管炎, 过敏性紫癜
过敏性血管炎, 腹痛
过敏性血管炎, 便血
过敏性血管炎, 肠套叠
过敏性血管炎, 血尿
过敏性血管炎, 头痛
过敏性血管炎, 昏迷
过敏性血管炎, 肾病综合征
职业性哮喘,纵隔气肿
老年人主动脉瘤,猝死
过敏性急性小管间质性肾炎,急性肾功能衰竭
职业性硬皮病,血管肉瘤
老年人椎基底动脉供血不足,动脉硬化
共济失调,痉挛性脑瘫
职业病,煤炭工尘肺
职业病, 棉尘肺
职业病, 苯中毒
职业病, 二硫化碳中毒
职业病, 汞中毒
老年人自发性气胸,胸腔积液
老年人自发性气胸, 肺炎
老年人自发性气胸, 肺脓肿
老年人自发性气胸, 血气胸
老年人自发性气胸, 纵隔气肿
老年人自发性气胸, 心律失常
呼吸道合胞病毒感染,脑膜炎
跖管综合征,痛风性关节炎
急性肺源性心脏病,休克
急性肺源性心脏病, 肺动脉高压
老年褥疮,脓毒症
指甲-髌骨综合征,肾结石
老年收缩期高血压,心律失常
卡斯钦-贝克病,运动障碍疾病
指节垫,耳聋
Leber遗传性视神经病变,球后视神经炎
老年心肌病,心力衰竭
致肠细胞病变人孤儿病毒感染,间质性肺炎
硫化血红蛋白血症,动脉粥样硬化
致密性骨发育障碍,骨折
老年性癫痫,出血性脑卒中
流行性甲型脑炎,脑疝
致心律失常性右室心肌病,猝死
老年性慢性硬膜下血肿,肾功能不全
痔,血栓性静脉炎
老年性皮肤萎缩,营养不良
青春发育延迟及性幼稚,矮小症
中毒性白内障,骨质疏松
老年性外阴萎缩,肛裂
气球状细胞痣,感染性休克
气管闭合性损伤,气管食管瘘
老年性舞蹈病,癫痫
乳头的乳头状瘤,乳腺癌
中青年脑梗死,动脉粥样硬化
手癣,股癣
中枢神经系统白血病,恶心和呕吐
小儿颅后窝室管膜瘤,癫痫
中枢神经系统肉芽肿性血管炎,痴呆
中枢神经细胞瘤,脑膜炎
硒及其化合物引起的皮肤病,物理性皮肤病
中性粒细胞增多症,脑栓塞
老年性心瓣膜病,心律失常
老年性心瓣膜病, 心力衰竭
老年性心瓣膜病, 主动脉瓣闭锁不全
老年性心瓣膜病, 主动脉瓣狭窄
老年性心瓣膜病, 感染性心内膜炎
中叶综合征,肺不张
老年休克,弥散性血管内凝血
小儿感染性心内膜炎,败血症
小儿感染性心内膜炎, 类鼻疽杆菌肺炎
小儿感染性心内膜炎, 心包炎
小儿感染性心内膜炎, 脑膜炎
小儿感染性心内膜炎, 腹膜炎
小儿感染性心内膜炎, 骨髓炎
种痘并发症,脊髓炎
种痘并发症, 周围神经炎
种痘并发症, 关节炎
种痘并发症, 脾大
种痘并发症, 血小板减少性紫癜
种痘并发症, 败血症
老视,眼睑湿疹
老视, 结膜结核病
老视, 结膜干燥症
老视, 急性出血性结膜炎
新生儿化脓性脑膜炎,脑疝
重链病,骨折
新生儿水肿,败血症
乙脑伴发的精神障碍,褥疮
勒夫勒心内膜炎,心内膜炎
重症联合免疫缺陷,肺炎
延迟性应激反应,焦虑症
雷凡斯坦综合征,隐睾
重症院内获得性肺炎,胸腔积液
煤炭工尘肺,慢性支气管炎
煤炭工尘肺, 肺气肿
煤炭工尘肺, 呼吸道感染
煤炭工尘肺, 自发性气胸
煤炭工尘肺, 慢性肺源性心脏病
煤炭工尘肺, 肺结核
泪囊肿瘤,眼球突出
舟骨骨折,血管损伤
穿凿脓肿性头部毛囊炎及毛囊周围炎,脓包疮
泪腺多形性腺癌,上睑下垂
肘内翻畸形,肘关节强直
窦性心动过缓,心绞痛
珠蛋白生成障碍性贫血,糖尿病
泪腺多形性腺瘤,眼球运动障碍
珠蛋白生成障碍性贫血视网膜病变,视网膜脱离
单眼双上转肌麻痹,斜视
泪腺炎,结膜炎
猪带绦虫病,囊虫病
肺胸膜阿米巴病,肺脓肿
伏格特-小柳-原田综合征,视盘炎
主动脉弓综合征视网膜病变,白内障
转换性障碍,抑郁症
类丹毒,心内膜炎
房室交接区性期前收缩,短暂性大脑缺血性发作
类肺炎性胸腔积液,贫血
转移性肝癌,营养不良
类固醇后脂膜炎,股骨头坏死
转移性骨肿瘤,骨折
类固醇肌病,咳嗽
钒及其化合物引起的皮肤病,荨麻疹
类圆线虫病,败血症
肺动脉发育不全,上呼吸道感染
转移性皮肤钙化病,特发性皮肤钙化病
类脂性肺炎,肺心病
冠状动脉粥样硬化性心脏病,猝死
冠状动脉粥样硬化性心脏病, 心律失常
冠状动脉粥样硬化性心脏病, 心源性休克
冠状动脉粥样硬化性心脏病, 心力衰竭
冠状动脉粥样硬化性心脏病, 缺血性心肌病
冠状动脉粥样硬化性心脏病, 二尖瓣脱垂综合征
冠状动脉粥样硬化性心脏病, 病态窦房结综合征
转移性小肠肿瘤,腹膜炎
类脂质蛋白沉积症,癫痫
间歇依赖型尖端扭转型室性心动过速,猝死
椎动脉型颈椎病,记忆障碍
冷抗体型自身免疫性溶血性贫血,肾功能衰竭
急性高原病,肺水肿
椎管内结核瘤,瘫痪
冷凝集素综合征,黄疸
雷诺氏病,败血症
冷球蛋白血症,感染性休克
椎管内转移性肿瘤,高位截瘫
冷球蛋白血症肾损害,急性肾功能衰竭
晚期产后出血,失血性休克
梨状肌症候群,瘫痪
完全性房室传导阻滞,晕厥
完全性房室传导阻滞, 阿-斯综合征
完全性房室传导阻滞, 心性猝死综合征
完全性房室传导阻滞, 心力衰竭
完全性房室传导阻滞, 脑栓塞
完全性房室传导阻滞, 心律失常
理发师皮炎,荨麻疹
椎间隙感染,截瘫
锂肾病,急性肾功能衰竭
椎体爆裂骨折,脊髓损伤
血管免疫母细胞性淋巴结病,胸腔积液
立氏立克次体斑疹热,红斑
椎体严重楔形变并伴小关节半脱位,脊柱、脊髓损伤
血栓形成,肺栓塞
锥虫病,充血性心力衰竭
锥虫病, 心律失常
锥虫病, 室性期前收缩
锥虫病, 右束支传导阻滞
锥虫病, 动脉瘤
锥虫病, 血栓形成
锥虫病, 肺栓塞
锥虫病, 猝死
着色性干皮病,雀斑
心室肌致密化不全,心律失常
着色芽生菌病,脑膜炎
小儿睾丸扭转,男性不育症
子宫恶性中胚叶混合瘤,腹痛
利德尔综合征,肿胀
子宫颈平滑肌瘤,贫血
镰刀菌病,脓毒症和菌血症
血管脂肪瘤,肝囊肿
子宫颈肉瘤,尿路感染
子宫内翻,休克
镰状细胞贫血眼部病变,视网膜脱离
亚急性坏死性脊髓炎,尿路感染
镰状细胞性肾病,骨髓炎
镰状细胞性肾病, 慢性肾功能衰竭
镰状细胞性肾病, 急性肾功能衰竭
坐骨疝,肠梗阻
良性淋巴细胞血管炎和肉芽肿病,缺血性坏死
左心房心律,低血压
子宫内膜结核,闭经
良性颅内高压症,视神经疾病
注意缺陷障碍,自闭症
子宫内膜息肉,贫血
裂沟舌,口腔溃疡
阿洪病,脓疱病
子宫内膜异位,月经不调
裂谷热,视网膜病变
暴发性肝衰竭,昏迷
裂头绦虫病,休克
闭合性脊髓损伤,肺栓塞
裂头蚴病,白内障
彼得异常,青光眼
子宫平滑肌肉瘤,贫血
淋巴瘤样丘疹病,皮下T细胞淋巴瘤
紫癜性扁平苔藓,紫癜
淋巴瘤样肉芽肿,面瘫
猝死型冠心病,肺不张
淋巴瘤引起的肾损害,肾静脉血栓
淋巴细胞性脉络丛脑膜炎,流产
自发性脑室内出血,肺炎
肠系膜动脉瘤,腹主动脉动脉瘤破裂
淋球菌性腹膜炎,脑膜炎
自发性气胸,血气胸
肠子宫内膜异位,腹痛
自律性房性心动过速,休克
藏毛窦和藏毛囊肿,脓肿
淋球菌性结膜炎,青光眼
自然流产,感染性休克
肠道短路关节炎皮炎综合征,红斑
