disease_name,cure_method,cure_department,cure_probability
老年人慢性淋巴细胞白血病,"['对症治疗', '药物治疗', '放射治疗', '手术治疗', '支持性治疗', '康复治疗']","['内科', '血液科']",外科手术治愈率约为30%，恶性程度极高
致命性中线肉芽肿,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",45%左右
鹦鹉热衣原体肺炎,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",60%
原位癌,['冷冻疗法，刮除和烧灼疗法，光动力疗法'],"['其他科室', '其他综合']",93-98%
老年人慢性肾功能衰竭,"['药物治疗', '支持性治疗', '手术治疗', '康复治疗']","['内科', '肾内科']",10%
植物人,"['物理治疗', '高压氧治疗', '中医康复治疗', '亲情疗法']","['外科', '普外科']",60%
老年人慢性肾盂肾炎,"['对症治疗', '药物治疗', '康复治疗']","['内科', '肾内科']",35%
营养不良,"['药物治疗', '支持性治疗']",['营养科'],60%
老年人慢性胃炎,"['药物治疗', '支持性治疗', '康复治疗', '中医治疗']","['内科', '消化内科']",80%
营养代谢疾病伴发的精神障碍,"['药物治疗', '支持性治疗']",['营养科'],80%
自身免疫性肝硬化,"['药物治疗', '对症治疗', '康复治疗']","['内科', '消化内科']",80%
智能障碍,"['药物治疗', '康复治疗']","['内科', '神经内科']",75%
营养代谢障碍疾病,"['药物治疗', '支持性治疗']",['营养科'],90%
老年人慢性支气管炎,"['抗生素药物', '止咳祛痰平喘药物治疗、基础疾病治疗、氧疗、支持性治疗']","['内科', '呼吸内科']",治愈率80%左右
中老年男子部分性雄激素缺乏综合征,"['药物治疗', '支持性治疗']","['内科', '内分泌科']",80%
肾上腺囊肿,"['药物治疗', '对症治疗', '康复治疗']","['内科', '泌尿内科']",80%
硬化萎缩苔藓,"['药物治疗', '支持性治疗', '手术治疗']","['皮肤性病科', '皮肤科']",90%
老年人梅毒性心脏病,"['药物治疗', '支持性治疗']","['内科', '心内科']",80%
中性粒细胞减少症,"['药物治疗', '支持性治疗']","['内科', '血液科']",80%
老年人泌尿系结石,"['手术治疗', '介入治疗', '支持性治疗', '康复治疗']","['外科', '泌尿外科']",65%
硬化型骨髓炎,"['药物治疗', '支持性治疗']","['外科', '骨外科']",40%
食管间质瘤,"['手术治疗', '支持性治疗']","['外科', '普外科']",60%-70%
肿瘤性心包炎,"['药物治疗', '支持性治疗']","['内科', '心内科']",75%
老年人泌尿系统感染,"['对症治疗', '药物治疗', '康复治疗']","['外科', '泌尿外科']",80%
硬化性骨髓炎,"['药物治疗', '支持性治疗', '手术治疗']","['外科', '骨外科']",80%
小肠炎,"['药物治疗', '支持性治疗']","['外科', '肛肠科']",80%
周期性动眼神经麻痹,"['药物治疗', '支持性治疗']","['五官科', '眼科']",70%
硬化性脂肪肉芽肿,"['手术治疗', '药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",40%
老年人免疫性血小板减少性紫癜,"['药物治疗', '中药治疗', '支持性治疗', '心理治疗']","['内科', '血液科']",60%
周期性内斜视,"['手术治疗', '支持性治疗']","['五官科', '眼科']",50-70%
硬脊膜外脓肿,"['手术治疗', '药物治疗']","['外科', '神经外科']",85%
老年人脑出血,"['药物治疗', '康复治疗']","['内科', '心内科']",65%
肘关节强直与纤维性僵硬,"['药物治疗', '手术治疗', '支持性治疗', '康复治疗']","['外科', '骨外科']",80%
神经源性肿瘤,"['药物治疗', '支持性治疗', '手术治疗']","['外科', '神经外科']",80%
硬脊膜下脓肿,"['手术治疗', '支持性治疗', '康复治疗']","['外科', '神经外科']",60%
肘管综合征,"['手术治疗', '支持性治疗', '康复治疗']","['外科', '骨外科']",80%
腹股沟淋巴结炎,['药物治疗'],"['外科', '感染科']",95%
硬脑膜动静脉畸形,"['药物治疗', '康复治疗', '手术治疗']","['外科', '神经外科']",40%
肘外翻畸形,"['支持性治疗', '康复治疗']","['外科', '骨外科']",30%
老年人脑栓塞,"['药物治疗', '中医治疗', '康复治疗']","['内科', '心内科']",45%
主动脉瓣闭锁不全,"['手术治疗', '药物治疗', '支持性治疗']","['内科', '心内科']",外科手术治疗治愈率约为65%
老年人脑心综合征,"['对症治疗', '药物治疗', '康复治疗']",['急诊科'],90%
单纯型精神分裂症,"['心理治疗', '药物治疗']",['精神科'],30%-40%
硬脑膜下脓肿,"['手术治疗', '药物治疗']","['外科', '神经外科']",80%
着色杆菌病,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",80%
老年人脑血栓形成,"['对症治疗', '药物治疗', '手术治疗', '中医治疗', '支持性治疗', '康复治疗']","['内科', '心内科']",55%
病理性骨折,"['药物治疗', '支持性治疗', '手术治疗']","['外科', '骨外科']",45%
硬皮症伴发的精神障碍,"['心理治疗', '药物治疗']","['内科', '风湿免疫科']",50%
疱疹性咽炎,"['药物治疗', '对症治疗']","['内科', '呼吸内科']",95%
滋养细胞肿瘤,"['手术治疗', '药物治疗', '支持性治疗']","['肿瘤科', '肿瘤外科']",60%
腹部肿瘤,"['药物治疗', '支持性治疗', '手术治疗']","['内科', '消化内科']",5年生存率在40%-80%左右
油彩皮炎,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",60%
足舟骨骨折,"['手术治疗', '康复治疗']","['外科', '骨外科']",95%
神经性阳痿,"['中医治疗', '支持性治疗']",['男科'],90%
组织细胞坏死性淋巴结炎,"['药物治疗', '康复治疗']","['内科', '血液科']",80%
热带性肺嗜酸性粒细胞浸润症,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",65%
油漆皮炎,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",80%
疱疹性口腔炎,"['药物治疗', '对症治疗']","['内科', '呼吸内科']",95%
一氧化碳中毒后迟发性脑病,"['药物治疗', '支持性治疗']","['内科', '神经内科']",60%
老年人黏液性瓣膜病,"['药物治疗', '支持性治疗']","['内科', '心内科']",66%
油性肉芽肿,"['药物治疗', '支持性治疗', '手术治疗']","['皮肤性病科', '皮肤科']",75%(外科手术为主)
克-雅氏病性痴呆,"['药物治疗', '对症治疗', '支持性治疗']",['精神科'],30%
疣状皮肤结核,"['抗结核治疗，', '对症治疗']","['皮肤性病科', '皮肤科']",90%
复发性疱疹,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",95%
分泌过多性青光眼,"['药物治疗', '支持性治疗']","['五官科', '眼科']",50%
疣状血管瘤,"['药物治疗', '支持性治疗', '手术治疗', '激光治疗']","['外科', '普外科']",60%
老年人尿崩症,"['药物治疗', '对症治疗', '中医治疗', '支持性治疗', '康复治疗']","['内科', '内分泌科']",30%
腹茧症,"['手术治疗', '药物治疗', '康复治疗', '手术治疗']","['外科', '普外科']",50%
舌静脉曲张,"['药物治疗', '对症治疗', '康复治疗']","['五官科', '耳鼻喉科']",90%
老年人尿毒症性肺炎,"['对症治疗', '药物治疗', '介入治疗', '康复治疗']","['内科', '呼吸内科']",35%
腹裂,"['手术治疗', '药物治疗', '康复治疗']","['儿科', '小儿外科']",10%
疣状肢端角化病,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",80%
母乳性腹泻,"['药物治疗', '对症治疗']","['儿科', '小儿内科']",80%
腹胀,"['药物治疗', '支持性治疗']","['内科', '消化内科']",100%
游走脾,"['药物治疗', '康复治疗']","['外科', '普外科']",30%
老年人尿失禁,"['药物治疗', '手术治疗', '康复治疗']","['外科', '泌尿外科']",45%
经腹会阴直肠癌根治术后盆底腹膜疝,"['手术治疗', '药物治疗', '支持性治疗']","['外科', '普外科']",50%
游走性结节性脂膜炎,"['药物治疗', '支持性治疗']","['内科', '风湿免疫科']",45-55%
老年人帕金森病,"['中医治疗', '支持性治疗']","['内科', '神经内科']",10%
发育不良痣,['手术治疗'],"['皮肤性病科', '皮肤科']",60%
睾丸畸胎瘤,"['手术治疗', '支持性治疗', '药物治疗']",['男科'],90%
右束支传导阻滞,"['药物治疗', '支持性治疗']","['内科', '心内科']",70%
老年人期前收缩,"['药物治疗', '支持性治疗']","['内科', '心内科']",75%
肝海绵状血管瘤,"['手术治疗', '药物治疗', '支持性治疗']",['肝病'],70%
哨兵痔,"['药物治疗', '对症治疗', '康复治疗']","['外科', '肛肠科']",90%
老年人前列腺癌,"['手术治疗', '放射性治疗', '药物治疗', '冷冻治疗', '化学治疗', '支持性治疗', '康复治疗']","['外科', '泌尿外科']",40-50%，发现后通常都伴有骨转移
复发性流产,['支持治疗'],"['妇产科', '产科']",75%
功能性下丘脑性闭经,"['药物治疗', '支持性治疗']","['内科', '内分泌科']",80%
老年人前列腺增生症,"['药物治疗', '支持性治疗']","['外科', '泌尿外科']",60%
病毒性感冒,"['药物治疗', '对症治疗']","['内科', '呼吸内科']",80%
右心房与下腔静脉平滑肌瘤,"['康复治疗', '支持性治疗', '手术治疗']","['内科', '心内科']",70%
老年人腔隙性脑梗死,"['药物治疗', '手术治疗', '支持性治疗']","['内科', '心内科']",75%
肺癌转移,"['药物治疗', '化疗', '靶向药物治疗', '支持治疗', '粒子植入', '消融']","['肿瘤科', '肿瘤内科']",病期不同治愈率不同
幼淋巴细胞白血病,"['药物治疗', '支持性治疗']","['内科', '血液科']",70%治愈
老年人缺铁性贫血,"['药物治疗', '支持性治疗']","['内科', '血液科']",80%
膈下食管憩室,"['药物治疗', '手术治疗', '支持性治疗']","['外科', '心胸外科']",60-70%
风湿性心肌炎,[],"['内科', '心内科']",89%
老年人缺血性结肠炎,"['药物治疗', '支持性治疗', '康复治疗']","['内科', '消化内科']",50%
色素性皮肤病,"['药物治疗', '对症治疗', '康复治疗']","['皮肤性病科', '皮肤科']",90%
膈上食管憩室,"['药物治疗', '手术治疗', '支持性治疗']","['外科', '普外科']",60%
老年人缺血性心肌病,"['药物治疗', '对症治疗', '介入治疗', '手术治疗', '支持性治疗']","['内科', '心内科']",60-70%
人工流产,"['药物治疗', '支持性治疗', '手术治疗']","['妇产科', '产科']",80%
幼年黑素瘤,"['手术治疗', '药物治疗', '支持治疗']","['皮肤性病科', '皮肤科']",40%
新生儿呕血和便血,"['药物治疗', '支持性治疗']","['儿科', '儿科综合']",外科手术治愈率约为60%
老年人溶血性贫血,"['药物治疗', '支持性治疗']","['内科', '血液科']",85%以上
幼年息肉,"['药物治疗', '康复治疗']","['儿科', '小儿外科']",80%
肾小管间质性肾炎葡萄膜炎综合征,"['药物治疗', '康复治疗']","['五官科', '眼科']",60%
老年人乳头肌功能不全和断裂,"['药物治疗', '手术治疗', '支持性治疗']","['内科', '心内科']",40%
幼年型类天疱疮,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",40%
浅表性静脉炎,"['药物治疗', '支持性治疗', '手术治疗']","['外科', '普外科']",70%
老年人乳腺癌,"['手术治疗', '放射性治疗', '介入治疗', '药物治疗', '支持性治疗']","['肿瘤科', '肿瘤外科']",70%
幼年型粒-单核细胞白血病,"['药物治疗', '支持性治疗']","['内科', '血液科']",75%
樱桃状血管瘤,"['药物治疗', '手术治疗', '支持性治疗']","['肿瘤科', '肿瘤内科']",50%
肠道肿瘤,"['手术治疗', '支持性治疗', '药物治疗']","['外科', '普外科']",10%-90%
幼年型慢性关节炎及其伴发的葡萄膜炎,"['支持性治疗', '康复治疗']","['五官科', '眼科']",70%
老年人上腔静脉受压综合征,"['药物治疗', '放射治疗']","['内科', '心内科']",75%
多发性内分泌腺瘤Ⅱ型,"['手术治疗', '药物治疗', '支持性治疗']","['内科', '内分泌科']",45%
风湿骨病,"['药物治疗', '支持性治疗']","['内科', '风湿免疫科']",75%
幼年型慢性粒细胞白血病,"['药物治疗', '支持性治疗']","['内科', '血液科']",70%
腓总神经损伤,"['手术治疗', '康复治疗', '支持性治疗']","['外科', '骨外科']",85%
老年人上消化道出血,"['药物治疗', '支持性治疗', '康复治疗']","['内科', '消化内科']",50%
前庭大腺脓肿,"['药物治疗', '对症治疗', '康复治疗']","['妇产科', '妇科']",90%
幼年型疱疹样皮炎,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",60%
结节性硬化症,"['药物治疗', '康复治疗']","['内科', '神经内科']",55%
老年人神经梅毒,"['药物治疗', '支持性治疗']","['皮肤性病科', '性病科']",30%
背肌筋膜炎,"['药物治疗', '对症治疗']","['外科', '骨外科']",70%
幼年型皮肌炎,"['药物治疗', '支持性治疗']","['儿科', '儿科综合']",70%
神经鞘黏液瘤,"['手术治疗', '支持性治疗']","['肿瘤科', '肿瘤外科']",60%
老年人神经症,"['药物治疗', '心理治疗']",['精神科'],80%
幼年性黄色肉芽肿,"['药物治疗', '支持性治疗', '手术治疗']","['儿科', '儿科综合']",外科手术治愈率约为65%-80%
劳力性心绞痛,"['药物治疗', '对症治疗', '康复治疗']","['内科', '心内科']",70%
神经母细胞瘤,"['手术治疗', '支持性治疗']","['肿瘤科', '肿瘤外科']",70%
幼年性透明纤维瘤病,"['药物治疗', '支持性治疗', '手术治疗']","['肿瘤科', '肿瘤外科']",外科手术治愈率约为65%
老年人肾癌,"['手术治疗', '放射性治疗', '药物治疗', '免疫治疗', '支持性治疗']","['内科', '肾内科']",20%
溃疡性直肠炎,"['药物治疗', '支持性治疗']","['内科', '消化内科']",89%
遗传性痉挛性截瘫,"['手术治疗', '康复治疗', '支持性治疗']","['内科', '神经内科']",20-30%
淤滞性皮下硬化症,"['药物治疗', '支持性治疗']","['内科', '风湿免疫科']",50%
呼吸机相关性肺炎,['抗菌药物治疗、原发病治疗、营养支持治疗、导致VAP的危险因素治疗'],"['内科', '呼吸内科']",29--80%
老年人肾病综合征,"['药物治疗', '对症治疗', '支持性治疗', '康复治疗']","['内科', '肾内科']",50%
松果体细胞瘤,"['手术治疗', '支持性治疗', '康复治疗']","['外科', '神经外科']",75%(外科手术治疗)
淤滞性紫癜,"['药物治疗', '支持性治疗']","['内科', '血液科']",80%
结节病性心肌病,"['药物治疗', '支持性治疗']","['内科', '心内科']",30%
老年人食管癌,"['手术治疗化疗放射性治疗', '支持性治疗', '支架']","['肿瘤科', '肿瘤内科']",分期不同，对治疗的敏感性不同生存有差异
髋关节滑囊炎,"['药物治疗', '支持性治疗']","['外科', '普外科']",89%
原发免疫性疾病相关的淋巴增殖性疾病,"['药物治疗', '支持性治疗']","['内科', '血液科']",58%
口水强迫症,"['心理治疗', '药物治疗']",['精神科'],94%
原发气管支气管肿瘤,"['药物治疗', '支持性治疗', '手术治疗']","['肿瘤科', '肿瘤外科']",治愈率83%
