disease_name,check_method
风寒头痛,"['脑电图检查', '颅脑CT检查', '尿常规', '脑血流图', '便常规']"
梅克尔细胞癌,"['浆细胞', '降钙素', '生长激素']"
维斯科特-奥尔德里奇综合征,"['血常规', '血液检查', '免疫学检测']"
风轮赤豆,"['眼功能检查', '视力', '眼科检查', '眼球表膜检查']"
梅勒尼坏疽,"['真菌组织病理学', '细胞组织化学染色', '皮损']"
遗传性蛋白C缺陷症,"['尿常规', '血常规', '血液生化六项检查', '便常规', '血管造影', 'CT检查']"
风轮湿热,"['视力', '瞳孔检查', '眼底检查', '眼功能检查']"
梅尼埃病,"['听力检查', '前庭功能检查', '耳蜗电图']"
小儿过敏性紫癜,"['尿常规', '腹部血管超声检查', '白细胞分类计数', '白细胞计数（WBC）', '血液检查', '腹部透视']"
风秘,"['腹部平片', '便常规', '直肠指检', '肠镜', '粪便性状']"
湄公血吸虫病,"['CT检查', '定量肝功能试验']"
血管内大B细胞淋巴瘤,"['尿常规', '血常规', '血涂片', '免疫病理检查', '免疫学检测']"
风牵偏视,"['颅脑CT检查', '检眼镜检查法', '视力', '眼位检查法', '眼球运动检查', '视神经检查']"
门静脉高压性胃病,"['内镜检查', '血氨', '凝血时间', '维生素K']"
新生儿持续性肺动脉高压,"['胸部透视', '多普勒超声心动图', '心电图']"
风热疮,"['皮疹', '皮肤涂片显微镜检查', '真菌检查', '皮肤病的物理检查', '皮损']"
门静脉血栓形成,"['活化蛋白C抵抗试验', '磁共振血管造影', '腹部CT', 'CT检查', '腹部平片', '血管造影']"
风热犯肺,"['尿常规', '痰液常规检查', '便常规', '血常规', '胸部平片', '痰液性状']"
门脉高压性肠病,"['肠镜', '腹部静脉检查']"
新生儿肾静脉血栓,"['尿常规', '血常规', '血浆组织纤溶酶原活化物抑制物抗原检测', '血液检查', '腹部平片']"
风热感冒,"['尿常规', '血常规', '脉搏']"
弥漫性空回肠溃疡,"['造影检查', '内镜检查', '口服法小肠造影']"
风热头痛,"['血常规', '便常规', '尿常规', '脑电图检查']"
异尖线虫病,"['胃钡餐造影', '免疫病理检查', '免疫学检测', '皮内试验', '胃镜']"
弥漫性食管壁内憩室,"['内镜检查', '食管钡餐透视', 'CT检查']"
左房恶性黏液瘤,"['抗心肌抗体', '心血管造影', 'M型超声心动图（ME）', '二维超声心动图', '核磁共振成像(MRI)', '体位', '心电图']"
弥漫性掌跖角化病,['皮损']
多发性骨骺发育不良,"['脊柱MRI检查', '四肢透视', '骨与关节MRI检查', 'CT检查', '颈椎CT检查', '四肢CT检查']"
风搔痒,"['皮肤涂片显微镜检查', '皮肤病的物理检查', '抗核抗体（ANA）', '皮肤斑贴实验', '皮肤真菌镜检', '皮肤划痕试验', '尿常规', '便常规', '血常规']"
米氏链球菌肺炎,"['超广谱β -内酰胺酶', '胸部平片', '痰液细菌培养']"
多发性肌炎和皮肌炎伴发的精神障碍,"['病理反射检查', '血液检查', '皮损', '肌张力检查', '肌电图', '血液生化六项检查']"
泌尿道肿瘤,"['肿瘤标志物检测', '静脉肾盂造影（IVP）', '免疫病理检查']"
风温,"['尿常规', '胸部平片', '心电图', '血常规', '便常规']"
泌尿道肿瘤皮肤转移,"['CT造影增强扫描', '尿液镜检法', '免疫病理检查']"
混合瘤,"['免疫病理检查', '血液生化六项检查', '血液检查', '病理反射检查']"
肤胀,"['尿常规', '胸部平片', '心电图', '血常规', '便常规', '肾功能检查']"
泌尿生殖系阿米巴病,"['尿常规', 'CT检查', '膀胱镜', '尿沉渣', '涂片']"
巨细胞动脉炎和风湿性多肌痛,"['肌电图', '血液检查']"
伏梁,"['尿常规', '血常规', '便常规', '腹部平片', '腹部透视', '肠镜', '内镜检查', '腹部外形触诊']"
泌尿生殖系滴虫病,"['阴道毛滴虫检查', '膀胱镜', '涂片', '尿常规', '尿沉渣', '尿中寄生虫检查']"
结节性多动脉炎伴发的葡萄膜炎,"['血液检查', '细胞组织化学染色', '尿液分析', '眼底荧光血管造影']"
伏暑,"['尿常规', '血常规', '便常规', '血液电解质检查', '血浆渗透压（POP）']"
泌尿生殖系放线菌病,"['尿常规', '尿沉渣', '膀胱镜', '涂片']"
皮肤颌口虫病,"['细胞组织化学染色', '真菌组织病理学', '涂片', 'CT检查', '周围血白细胞计数及分类检验']"
妇女咳嗽性遗尿,"['尿常规', '脑电图检查', '泌尿系统CT检查']"
泌尿生殖系棘球蚴病,"['膀胱镜', '血液检查', '尿常规', 'CT检查', '酶联免疫吸附试验']"
艾滋病神经系统损害,"['抗艾滋病(AIDS)抗体', '核磁共振成像(MRI)', '肌电图', '血管造影', '涂片', 'CT检查']"
泌尿生殖系血吸虫病,"['静脉尿路造影', '尿常规', '涂片', '尿沉渣', '膀胱镜']"
瑞尔黑变病,"['皮肤颜色', '皮损', '皮肤病的物理检查', '真菌组织病理学', '血涂片']"
泌尿生殖系真菌病,"['造影检查', 'CT检查', '涂片', '膀胱镜', '尿沉渣', '免疫印迹技术']"
痛风性心肌病,"['关节腔液检查', '血尿酸', '尿液分析', '骨与关节MRI检查']"
泌尿生殖系支原体感染,['内镜检查']
复发性多软骨炎性,"['便常规', '抗类风湿性关节炎33抗体', '四肢的骨和关节平片', '骨与关节MRI检查', '免疫病理检查', '骨关节及软组织CT检查', '关节腔液检查', '血常规']"
血清病和血清病样反应,"['补体结合试验', '免疫学检测', '免疫病理检查', '细胞免疫检查', '血常规']"
干槽症,"['口腔内窥镜', '尿常规', '便常规']"
棉尘肺,['肺通气功能']
原发性皮肤B细胞淋巴瘤,"['免疫病理检查', '免疫学检测', '真菌组织病理学', '肿瘤放射免疫显像（RII）', '涂片']"
干血痨,"['卵巢功能检查', '妇科超声检查', '子宫输卵管造影', '卵泡检测']"
药物或化学物质所致的色素沉着,"['皮肤涂片显微镜检查', '细胞组织化学染色', '真菌组织病理学', '皮肤病的物理检查']"
面部播散性粟粒状狼疮,['皮疹']
肝胆湿热,"['肝脏疾病超声诊断', '血常规', '胃肠道CT检查', '便常规', '肝脏及胆囊叩诊', '胃钡餐造影', '尿常规']"
重金属中毒性肾病,"['造影检查', '血液检查', '尿液分析', '尿α1-微球蛋白', '血清铯', '肾功能检查', '血液生化六项检查', '血清N-乙酰-β-氨基葡萄糖酶（NAG）']"
面部脓皮病,"['头面部触诊', '面部色诊', '真菌组织病理学']"
肝风内动证,"['肌电图', '颅脑CT检查', '便常规', '颅脑MRI检查', '听力检查法', '视力', '视觉诱发电位']"
癌肿性关节炎,"['骨与关节MRI检查', '关节腔液检查', '血液检查', '骨关节及软组织CT检查', '滑膜液常规检查']"
肝火犯肺,"['胸部CT检查', '心电图', '肺和胸膜听诊', '血液生化六项检查']"
动脉阻塞或狭窄视网膜病变,"['视野检查', '动脉听诊', '血管造影', '眼底荧光血管造影']"
面部偏侧萎缩,['皮损']
肝火上炎证,"['便常规', '耳镜检查法', '听力检查', '外耳检查', '眼外部检查']"
肺并殖吸虫病,"['周围血白细胞计数及分类检验', '脑脊液的显微镜检查', '补体结合试验', '粪便显微镜检查', '皮内试验', '酶联合吸附测定']"
肝火眩晕,"['颅脑CT检查', '便常规']"
肺孢子丝菌病,"['补体结合试验', '纵隔镜检查', '细菌学检验', '血清学反应', '孢子丝菌凝集试验', '胸部透视', '涂片']"
肝厥,"['血氨', '尿常规', '胸部平片', '颅脑CT检查', '肝脏超声检查']"
继发于无晶状体眼和人工晶状体眼的青光眼,"['视野检查', '眼标本的细菌学检查']"
面部肉芽肿,"['真菌组织病理学', '面部色诊', '头面部触诊']"
肝咳,"['胸部平片', '胸部CT检查', '肺功能检查', '肺和胸膜叩诊', '肺和胸膜听诊']"
面肌抽搐,['肌电图']
肝热病,"['碱性磷酸酶(ALP,AKP)', '血清谷草转氨酶', '尿胆素', '凝血酶原时间（PT）', '血涂片', '便常规']"
慢性萎缩性肢皮炎,"['冷凝集试验', '细胞组织化学染色', '骨与关节MRI检查']"
面颈部毛囊性红斑黑变病,['皮损']
肝胃不和,"['尿常规', '胃超声检查', '最大胃液分泌量', '胃液显微镜检查', '便常规', '上消化道X线钡餐', '胃镜', '纤维胃镜']"
食管梅毒,"['食管造影', '内镜检查', '经食管超声心动图(TEE)', '食管钡餐透视', '细胞组织化学染色']"
肝瘟,"['间接胆红素', '血清白蛋白与球蛋白比值（A/G）', '凝血酶原时间（PT）', '便常规']"
面瘫唇肿裂纹舌综合征,['面容表情']
梭形细胞血管内皮细胞瘤,"['细胞组织化学染色', '血常规', '免疫病理检查', '尿常规', '皮损']"
外伤性硬膜下积液,"['颅脑MRI检查', '脑脊液常规检验（CSF）', '血常规', '颅脑CT检查', '尿常规', 'CT平扫']"
摩擦黑变病,['皮损']
胸内甲状腺肿,"['胸部平片', '胸部CT检查', '胸部透视', '体层摄影', '血常规', '胸部MRI']"
肝血虚证,"['肌电图', '便常规', '心电图']"
摩擦性苔藓样疹,['皮疹']
心脏横纹肌瘤,"['心电图', '心血管MRI检查', '心血管疾病的超声诊断', '多普勒超声心动图']"
肝炎,"['丁型肝炎抗原', '抗丁型肝炎病毒IgG抗体', '血清γ-谷氨酰转肽酶同工酶', '血清谷丙转氨酶', '血清谷草转氨酶', '抗肝细胞膜抗原抗体', '抗可溶性肝抗原抗体（SLA）', '抗线粒体抗体（AMA）', '前S抗体', '戊型肝炎抗体（抗-HEIgM）']"
摩根菌肺炎,"['血常规', '血液及骨髓细菌培养', '涂片', '骨髓细菌培养']"
肝阳上亢,"['尿常规', '心电图', '便常规']"
幼儿急疹,"['胸部平片', '心电图', '血常规']"
木村网状肢端色素沉着,"['真菌组织病理学', '皮肤试验', '皮肤病的物理检查']"
永存原始玻璃体增生症,"['眼球和眼眶的超声检查', '眼科检查', '五官MRI检查', '颌面五官CT检查']"
肝著,"['尿常规', '血清白蛋白与球蛋白比值（A/G）', '血常规', '便常规', '肝脏超声检查', '肝脏触诊']"
原卟啉病,"['骨髓象分析', '心电图', '血液检查']"
肛廔,"['尿常规', '肛门指检', '便常规', '窦道及瘘管造影', '肛门视诊']"
赖特综合征性巩膜炎,"['血常规', '四肢的骨和关节平片', '磁共振平扫']"
原藻病,"['皮肤涂片显微镜检查', '细菌学检验', '细胞组织化学染色', '免疫病理检查', '血涂片']"
骨膜炎,"['骨关节及软组织CT检查', '尿常规', '四肢的骨和关节平片', '便常规', '细菌学检验']"
内分泌性肌病,"['颅脑CT检查', '核磁共振成像(MRI)', '肌电图', '酶学检查', '结核杆菌血清学检查（anti-TB）']"
纵隔气肿,"['黑曼征', '血常规', '胸部透视', '胸部CT检查', 'CT检查', '胸部MRI']"
骨蒸,['便常规']
椎动脉创伤性栓塞,"['颈椎CT检查', '血管造影', '血液生化六项检查', '血常规', '血液检查']"
鼓胀,"['肝脏超声检查', 'CT检查', '腹部CT', '腹部外形触诊', '腹部叩诊', '上消化道X线钡餐', '尿肌酐（Ucr）', '便常规', '凝血酶原时间（PT）']"
内脏利什曼病,"['补体结合试验', '酶联免疫吸附试验', '布氏杆菌凝集试验', '浊度']"
瓜藤缠,"['尿常规', '便常规', '皮损', '局部淋巴显象']"
内脏血吸虫炎,"['CT检查', '血常规', '血吸虫尾蚴膜反应', '血吸虫斑点酶联免疫吸附试验', '血吸虫抗体']"
关格,"['肾功能检查', '腹部平片']"
假性动脉瘤,"['核磁共振成像(MRI)', 'CT检查', '血管彩超', '磁共振血管造影', '血管杂音', '血管造影']"
东方马型脑炎,"['脑脊液常规检验（CSF）', '血清学反应', '白细胞分类计数', '颅脑MRI检查', '颅脑CT检查']"
男假两性畸形,"['中性粒细胞核鼓槌小体', '睾丸活检', '性别观察']"
腘动脉损伤,"['便常规', '血管造影', '血管彩超', '血管镜', '动脉通畅性试验']"
呃逆,"['颅脑CT检查', '腹部CT', '颅脑MRI检查', '胃镜', '上消化道X线钡餐', '腹部平片', '肾功能检查', '胸部平片', '十二指肠胃反流测定和显像']"
男性青春期乳房发育,['腹部平片']
腘肌肌腱炎,"['人体各关节功能活动范围', '四肢与关节运动功能', '膝关节分离试验', '膝关节过伸试验', '四肢的骨和关节平片', '骨与关节MRI检查']"
耳湿疹,"['皮肤颜色', '耳鼻咽喉CT检查', '涂片', '皮肤病的物理检查']"
男性性早熟,"['睾酮', '视野检查', '血浆17-羟孕酮', 'GnRH兴奋试验', '地塞米松抑制试验']"
腘动脉陷迫综合征,"['CT血管成像', '脉搏', '磁共振血管造影', '血管彩超', '血管造影']"
黄斑裂孔性视网膜脱离,"['光学相干断层扫描（OCT）', '眼科检查', '眼球表膜检查', '眼底检查']"
男子雄激素源性秃发,['毛发']
过敏性眼睑皮肤炎,"['过敏原筛选', '眼睑检查', '皮肤涂片显微镜检查', '便常规']"
脊柱裂和有关畸形,"['尿常规', '血常规', '颅脑CT检查', '颅脑MRI检查', '脊柱MRI检查', '便常规']"
脊疳,['尿常规']
脊髓型颈椎病,"['压顶试验', '痛觉']"
难治性心力衰竭,"['多普勒超声心动图', '胸部平片']"
寒痹,"['骨关节及软组织CT检查', '抗类风湿性关节炎33抗体', '骨与关节MRI检查', '四肢与关节运动功能', '类风湿因子（RF）', '四肢的骨和关节平片', '便常规', '尿常规']"
颅骨骨瘤,"['颅脑CT检查', '颅骨透照试验', '造影检查', '颅脑MRI检查', 'CT检查']"
寒湿困脾,"['脾脏超声检查', '胃肠道疾病的超声检查', '血常规', '便常规']"
颅狭症,"['颅脑CT检查', '颅脑MRI检查', '颅骨透照试验']"
脑干损伤,"['颅脑CT检查', '头颅平片', '颅内压监测', '腰椎穿刺']"
寒湿泄泻,"['肠镜', '便常规', '腹部平片']"
脑猪囊尾蚴病,"['补体结合试验', '脑脊液细胞学检查', '体位', '便常规', '酶联免疫吸附试验', '免疫学检测']"
脑干肿瘤,"['脑诱发电位', '颅脑CT检查', '头颅平片', '磁共振波谱成像', '颅脑MRI检查', '小气脑CT扫描', '小气脑CT扫描']"
寒饮咳嗽,"['胸部平片', '胸部CT检查']"
脑膜癌病,"['脑脊液细胞学检查', '颅脑CT检查', '血涂片', '免疫病理检查', '颅脑MRI检查']"
脑回状颅皮,['CT检查']
脑膜炎球菌性脑膜炎,"['补体结合试验', '尿常规', '脑膜刺激征', '纤维蛋白降解产物', '部分凝血活酶时间', '免疫电泳', '血凝试验', '血涂片', '酶联免疫吸附试验']"
丘疹坏死性结核疹,"['细胞组织化学染色', '涂片', '免疫病理检查', '皮肤涂片显微镜检查', '结核菌素试验（OT,PPD）']"
脑膜炎球菌血症,['皮损']
外伤后颈内动脉闭塞,"['正电子发射计算机断层扫描(PET)', '多普勒超声心动图', '颅脑CT检查', '脑血管造影', '颅脑MRI检查']"
脑膨出和脑脊膜膨出,"['颅脑CT检查', '颅脑MRI检查']"
新生儿弥散性血管内凝血,"['血浆鱼精蛋白副凝试验（3p试验）', '凝血时间', '血浆激肽释放酶原测定', '血浆凝血酶检测', 'CT检查']"
脑桥中央髓鞘溶解症,['颅脑MRI检查']
寒滞肝脉证,"['便常规', '睾丸检查', '阴囊检查']"
中间葡萄膜炎,"['胸部透视', '眼球和眼眶的超声检查', '胸部CT检查', '血清学反应', '眼底荧光血管造影']"
脑缺血性疾病,"['脑脊液酸碱度值', '脑脊液氧分压(PO2)和二氧化碳分压(PCO2)', '核磁共振成像(MRI)', '脑血管造影', '造影检查', '脑血流测定', 'CT检查']"
汗证,"['脑垂体CT检查', '血常规', '甲状腺、甲状旁腺的超声检查']"
尿道结核,"['输尿管超声检查', '直接涂片检查', '细胞组织化学染色', '涂片']"
膀胱脱垂,"['尿常规', '膀胱镜', '膀胱造影', '膀胱注水试验', '角尺度试验']"
红蝴蝶疮,"['狼疮细胞', '皮损', '抗Sm抗体', '狼疮带试验', '类风湿因子', '抗双链DNA抗体']"
脑外伤后综合征,"['脑电图检查', 'CT检查', '核磁共振成像(MRI)']"
