disease_name,nutrition_do_eat,nutrition_not_eat,nutrition_recommend_eat
妊娠合并急性胆囊炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '鸡蛋']","['菠菜芹菜粥', '香菇炒菜花', '苹果生菜酸奶汁', '素炒圆白菜', '黄花菜炒木耳', '炒空心菜', '西芹油菜牛奶汁', '西米木瓜奶露']"
食滞胃脘主证,,,
药物性食管炎,,,
视网膜脱落,"['鸭蛋', '鸡蛋', '鸭肝', '鸡肉']","['杏仁', '腐竹', '田螺', '沙丁鱼']","['鸡肉白薯粥', '咖喱鸡肉包', '木耳鸭肝烩', '鸭肝馅煎鸡蛋', '糯米蒸鲤鱼', '鲤鱼脑粥', '木瓜蛋奶汁', '木瓜胡萝卜玉米粥']"
妊娠合并急性阑尾炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '江米酒', '白酒', '羊油']","['鸡肉炒藕丝', '蛋黄菜花汤', '山药黄豆肉骨汤', '紫菜冬瓜肉粒汤', '莲子玉米瘦肉羹', '西兰花炒牛肉', '草莓菠菜汁']"
梅毒肾病,,,
视瞻昏渺,,,
妊娠合并急性肾小球肾炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['红烧带鱼段', '香菇炒菜花', '芝麻芹菜段', '素炒小白菜', '空心菜粥', '炒鲜黄花菜', '银下莲子糯米粥', '黑豆蛋粥']"
癫痫持续状态,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['芹菜拌猪心', '赤豆枸杞猪肝汤', '菠菜猪肝汤']"
妊娠合并急性肾盂肾炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '咸鱼']","['西芹油菜牛奶汁', '菠萝芹菜汁', '三丝白菜卷', '肉片烧菜花', '苹果生菜酸奶汁', '红萝卜鲜木耳豆腐汤', '苹果胡萝卜泥']"
兽咬伤,,,
苯丙酮尿症,"['栗子（熟）', '青豆', '绿豆', '黄豆粉']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['南瓜牛奶汁', '牛奶花生粥', '百合鸡蛋黄汤', '首乌鸡蛋小米粥']"
妊娠合并急性胰腺炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '花生']","['香菇白菜羹', '菜花肉饼', '素炒圆白菜', '生菜鸡丝', '菠菜芹菜粥', '芹菜牛肉粥']"
输卵管积水,,,
高原性心脏病,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['素炒小白菜', '奶汁白菜条', '奶油扒白菜', '白菜肉末粥', '开水白菜']"
妊娠合并甲状旁腺功能亢进,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '龙虾', '淡菜(鲜)']","['番茄芹菜汁', '白菜肉末粥', '香菇炒菜花', '生菜鸡丝', '菠菜羹', '炒空心菜', '西兰花炒牛肉', '番茄草莓汁']"
输卵管结扎术后并发症,,,
急性卵巢、输卵管自身扭转,,,
输卵管阻塞性不孕,,,
妊娠合并甲状腺功能减退,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['白酒', '淡菜(鲜)', '猪脑', '猪肚']","['西芹油菜牛奶汁', '香菇炒菜花', '鸡蛋芹菜炒饭', '萝卜生菜汤', '炒空心菜', '菠菜豆腐汤', '胡萝卜牛肉水饺']"
暑湿,,,
妊娠合并甲状腺功能亢进,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '龙虾', '河虾']","['白萝卜油菜汁', '芹菜烧肉水饺', '菠菜芹菜粥', '清汤白菜卷', '香菇炒菜花', '鱼香圆白菜', '蛋花空心菜汤']"
麦格综合征,,,
暑瘵,,,
妊娠合并巨幼红细胞性贫血,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '白酒', '螃蟹', '淡菜(鲜)']","['番茄冲菜牛肉丸汤', '山药萝卜粥', '山药茯苓包子', '山药枸杞粥', '山药大枣粥', '西兰花炒牛肉', '鱼蓉菠菜粥', '番茄菜花']"
鼠咬伤,,,
妊娠合并类风湿关节炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '杏仁', '桃仁']","['菜花肉饼', '白菜蛋花粥', '水萝卜拌菠菜', '生菜拌蛋片', '山莲葡萄粥', '苹果萝卜羊肉粥']"
水臌,,,
慢性膀胱炎,"['鸡蛋', '乌骨鸡', '栗子（熟）', '核桃']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['芹菜炒鸡蛋', '鸡蛋木耳粥', '萝卜豆腐汤', '豆腐素蒸包', '赤豆牛肉汤', '茯苓赤豆薏米粥', '牛奶菠菜粥', '菠菜双蛋羹']"
孟氏骨折,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['芝麻拌白菜丁', '土豆丝拌白菜', '炝圆白菜', '粉蒸白菜', '白菜丸子汤', '奶汁白菜条']"
水疥,,,
妊娠合并淋巴瘤,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['芒果拼盘', '苹果胡萝卜泥', '菠菜芹菜粥', '芹菜炒肉片', '生菜香菇', '蛋花空心菜汤']"
水疝,,,
膜迷路积水,,,
妊娠合并卵巢肿瘤,"['鸡蛋', '豆腐脑', '四季豆', '胡萝卜']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['草莓果酱', '桂圆草莓炒山药', '清汤白菜卷', '生菜鸡丝', '蛋花空心菜汤', '苹果胡萝卜泥', '菠菜豆腐蛋花汤']"
水肿,,,
Nezelot综合征,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['培根白菜粥', '海米白菜汤', '白菜粥']"
妊娠合并慢性肾上腺皮质功能减退,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['清汤白菜卷', '肉片烧菜花', '生菜鸡丝', '炒空心菜', '苹果沙拉', '芹菜炒香菇']"
水渍疮,,,
慢性劳损性颈背部筋膜纤维织炎,,,
妊娠合并慢性肾小球肾炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '鸡蛋']","['猕猴桃西米粥', '白菜小米卷', '芹菜烧肉水饺', '生菜鸡丝', '西兰花炒牛肉', '菠菜豆腐蛋花汤']"
妊娠合并尿石症,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['番茄芹菜汁', '炝菜花', '白菜蛋花粥', '菠菜粉丝汤', '土豆胡萝卜汤', '山药葡萄粥']"
小儿急性淋巴细胞性白血病,"['鸡蛋黄', '鸡蛋', '乌骨鸡', '栗子（熟）']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['牛奶菠菜粥', '香菇蒸黄鱼', '清明菜炒鸡蛋']"
四肢不用,,,
妊娠合并皮质醇增多症,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '鸡蛋', '淡菜(鲜)']","['芹菜炒香菇', '炝菜花', '白菜肉末粥', '苹果生菜酸奶汁', '百合炒西兰花', '荔枝粥', '萝卜牛肉蒸饺']"
宿醉,,,
妊娠合并偏头痛,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['白菜小米卷', '肉片烧菜花', '生菜鸡丝', '炒空心菜', '菠菜粥', '苹果胡萝卜泥', '白木耳炒豆腐', '清炒木耳菜']"
粟疮,,,
锁喉毒,,,
妊娠合并缺铁性贫血,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '白酒', '螃蟹', '蛤蜊']","['豆腐番茄鱼片牛肉汤', '益母草鸡肉汤', '三文鱼蒸蛋羹', '山药粥', '杏仁苹果豆腐羹', '冰糖荔枝', '红枣桂圆蛋汤', '桂圆枸杞鸡汤']"
锁喉痈,,,
妊娠合并肾病综合征,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['鲜百合冬菇西兰花汤', '西芹油菜牛奶汁', '红烧菜花', '萝卜生菜汤', '枣莲三宝粥', '人参黄芪莲子粥']"
胎赤,,,
妊娠合并系统性红斑狼疮,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '虾米', '淡菜(鲜)']","['菠萝胡萝卜汁', '红烧带鱼段', '南瓜粥', '番茄葡萄汁', '芝麻土豆', '玉米粉燕麦粥', '百合绿豆汤']"
胎毒,,,
妊娠合并消化性溃疡,"['赤砂糖', '鸡蛋', '鸡蛋', '鹌鹑蛋']","['啤酒', '江米酒', '白酒', '螃蟹']","['白菜蛋花粥', '炒芹菜', '草莓菠菜汁', '蛋花空心菜汤', '苹果沙拉', '牛肉萝卜白米粥', '鸡肉鱼片枸杞豆腐汤']"
胎肥,,,
胎漏,,,
妊娠合并哮喘,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸭肉']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['花生菠菜粥', '蛋黄碎牛肉粥', '紫菜粥', '水晶猕猴桃', '菠菜粥', '荔枝炒丝瓜', '蒸煮苹果番薯', '桂圆枸杞鸡汤']"
小儿精神发育迟缓,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['香菇扒小白菜', '素炒小白菜']"
胎盘部分残留,,,
妊娠合并心房间隔缺损,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '黄酒', '白酒']","['菠菜粥', '芹菜炒香菇', '白菜红枣牛腩汤', '空心菜排骨汤', '西兰花炒牛肉', '猕猴桃西米粥', '炝圆白菜']"
颞动脉炎,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['素炒小白菜', '冬菇烧白菜', '小白菜猪肉饺', '开水白菜', '奶油白菜']"
胎热,,,
妊娠合并心室间隔缺损,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '黄酒', '白酒']","['荔枝干大枣汤', '银耳绿豆粥', '黑芝麻山药羹', '白菜香菇素翅汤', '肉片烧菜花', '苹果生菜酸奶汁', '番茄菠菜汁']"
小儿急性中毒,,,
胎死不下,,,
妊娠合并血栓性疾病,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '黄酒', '白酒', '鸡肉']","['白菜蛋花粥', '拌生菜', '炒空心菜', '菠菜豆腐汤', '芹菜炒香菇', '肉片柿子汤', '菠菜橘子汁']"
小儿肺炎链球菌肺炎,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['冰糖', '白砂糖', '白酒', '咸鸭蛋']","['草鱼豆腐', '冬瓜草鱼汤', '虾米拌圆白菜', '牛奶菠菜粥', '猪肝菠菜粥']"
妊娠合并血栓性血小板减少性紫癜,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '黄酒', '白酒']","['银耳莲子羹', '银耳莲子枸杞粥', '肉片柿子汤', '大白菜饺', '珍珠菜花汤', '生菜包肉', '炝圆白菜', '水萝卜丝拌白菜']"
先天性风疹综合征,,,
妊娠合并硬皮病,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '黄酒', '白酒', '淡菜(鲜)']","['萝卜生菜汤', '苹果生菜酸奶汁', '菠菜芹菜粥', '清炒木耳菜', '芹菜粥', '芹菜炒肉片', '炒空心菜', '肉片柿子汤']"
胸主动脉瘤,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['猪肉青菜粥', '草鱼豆腐']"
妊娠合并原发性高血压,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '黄酒', '白酒']","['菠菜羹', '白菜小米卷', '番茄芹菜汁', '芹菜炒香菇', '菠菜芹菜粥', '木耳芝麻茶', '蘑菇银耳焖豆腐', '茯苓柚子饮']"
先天性非溶血性黄疸,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['小白菜猪肉饺', '白菜蛋花粥', '牛奶绿菜花']"
心房心肌梗死,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['白菜肉末粥', '油菜粥']"
心脏黏液瘤,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['白菜肉末粥', '香菇蒸黄鱼', '鲜香菇煮豆腐', '鲜百合冬菇西兰花汤', '蘑菇木耳西兰花腐竹汤', '腰果西兰花', '西兰花炒牛肉', '百合炒西兰花']"
心室静止,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['白菜清汤', '草菇炒油菜']"
胎萎不长,,,
自发性蛛网膜下腔出血,,,
主动脉肠道瘘,,,
Bazin硬红斑,"['乌骨鸡', '栗子（熟）', '核桃', '白果（鲜）']","['咸鸭蛋', '鹅肉', '花生仁（炸）', '豆浆']","['红枣银耳粥', '银耳瘦肉羹', '川贝杏仁银耳羹', '银耳百合粥', '黄瓜拌粉皮', '鲜蘑黄瓜汤', '黄瓜木耳汤']"
太阳病,"['鸭蛋', '鸡蛋', '鸡爪', '鸡肉']","['腐竹', '田螺', '沙丁鱼', '三文鱼']","['番茄皮蛋菜汤', '番茄葡萄汁', '番茄苹果芝麻蜜']"
肠系膜囊肿,"['乌骨鸡', '鸡肉', '栗子（熟）', '核桃']","['咸鸭蛋', '鹅肉', '花生仁（炸）', '咸鱼']","['水萝卜拌黄瓜', '猴头黄瓜片', '黄瓜拌豆腐丝', '黄瓜拌香菜', '三味黄瓜', '炝黄瓜片', '粉丝拌黄瓜']"
胆固醇肺炎,"['乌骨鸡', '鸡肉', '栗子（熟）', '核桃']","['咸鸭蛋', '松花蛋（鸭蛋）', '鸡蛋', '鹅肉']","['蚝油扇贝', '芥末扇贝', '萝卜烧鲜贝', '油爆鲜贝', '生滚鲜贝粥']"
太阳中风,,,
反社会人格障碍(病态人格),,,
痰毒,"['鸭蛋', '鸡蛋', '鸡爪', '鸡肉']","['腐竹', '田螺', '沙丁鱼', '三文鱼']","['无花果雪梨雪耳瘦肉汤', '卷心菜梨汁', '鸭梨西米露']"
妊娠合并再生障碍性贫血,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '江米酒', '黄酒', '白酒']","['小米粉粥', '山药薏米粥', '山药枸杞粥', '桂圆莲子羹', '炖五香牛肉', '三文鱼蒸蛋羹', '绿豆麦片粥', '砂锅鱼头豆腐']"
横结肠扭转,,,
痰火,,,
妊娠合并重症肌无力,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '黄酒', '白酒', '淡菜(鲜)']","['菠菜汤', '水萝卜丝拌白菜', '芹菜炒香菇', '芹菜牛肉粥', '生菜烧肉三明治', '炒空心菜', '黑木耳大枣汤', '什锦炒木耳']"
妊娠合并子宫肌瘤,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '江米酒', '黄酒', '白酒']","['烧黄瓜', '芦荟苹果汁', '番茄鱼肉末', '益母草鸡肉汤', '肉片烧菜花', '菠菜粉丝汤', '炒空心菜', '玉米粉粥']"
家族性进行性色素沉着,"['乌骨鸡', '芝麻', '栗子（熟）', '核桃']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['黄瓜拌绿豆芽', '干豆腐拌黄瓜', '小黄瓜西瓜汁', '熏鸡拌黄瓜', '黄瓜卷', '泡黄瓜']"
妊娠合并自身免疫性溶血性贫血,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '黄酒', '白酒']","['菠菜粥', '红豆莲藕粥', '荔枝粥', '荔枝山药粥', '水萝卜丝拌白菜', '鸡蛋银耳羹', '红豆花生粥', '莲子红豆沙']"
痰火扰心,,,
克罗恩病关节炎,"['乌骨鸡', '栗子（熟）', '核桃', '白果（鲜）']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['黄瓜饺', '黄瓜拌绿豆芽', '干豆腐拌黄瓜', '小黄瓜西瓜汁', '老黄瓜瘦肉汤', '醋溜黄瓜', '炝黄瓜片', '粉丝拌黄瓜']"
妊娠呕吐,"['鹅', '桃仁', '葵花子仁', '核桃']","['苹果脯', '蜂蜜', '白砂糖', '啤酒']","['豆浆粥', '豆浆莴笋汤', '番茄苹果芝麻蜜', '苹果玉米豆粉羹', '苹果雪梨瘦肉汤', '花样果肉薏米粥', '绿豆奶粥', '木瓜胡萝卜玉米粥']"
痰积,,,
弥漫性特发性骨肥厚,"['乌骨鸡', '栗子（熟）', '核桃', '白果（鲜）']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '螃蟹']","['凉拌莲藕', '鱼头补脑汤', '鱼生粥', '大白菜饺', '白菜蛋花粥']"
痰厥,,,
妊娠疱疹,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['苹果脯', '啤酒', '江米酒', '黄酒']","['香菇炒菜花', '青豆烧茄子', '蛋花空心菜汤', '菠菜羹', '清炒木耳菜', '鸡蛋芹菜炒饭', '肉片柿子汤', '香蕉葡萄干牛奶']"
毛细胞白血病,,,
癌性疼痛,"['乌骨鸡', '栗子（熟）', '核桃', '白果（鲜）']","['黄酒', '白酒', '咸鸭蛋', '花生仁（炸）']","['仙人掌百合羹', '干炒牛肉丝', '百合莲子炒牛肉', '土茯苓猪骨汤', '土茯苓炖猪骨']"
妊娠期肝内胆汁淤积症,,,
急性间歇性卟啉病,,,
痰热咳嗽,,,
妊娠期肝血肿及破裂,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['干腌菜', '啤酒', '江米酒', '黄酒']","['菠菜豆腐汤', '白菜小米卷', '菜花肉饼', '炒空心菜', '清炒木耳菜', '荔枝粥', '苹果胡萝卜泥', '鲜百合冬菇西兰花汤']"
脚气病性心脏病,"['乌骨鸡', '栗子（熟）', '核桃', '白果（鲜）']","['黄酒', '白酒', '咸鸭蛋', '花生仁（炸）']","['黄瓜饺', '黄瓜拌绿豆芽', '干豆腐拌黄瓜', '小黄瓜西瓜汁', '黄瓜炒蛋奶', '黄瓜卷']"
痰湿阻肺,,,
妊娠期急性肾功能衰竭,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '黄酒', '白酒', '淡菜(鲜)']","['菠菜羹', '绿豆薏米露', '豆腐乳空心菜', '鲜百合冬菇西兰花汤', '白果莲子粥', '山药莲子苡仁粥', '黑米粥', '木瓜胡萝卜玉米粥']"
原发性阴道恶性淋巴瘤,,,
妊娠期急性脂肪肝,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '黄酒', '白酒', '淡菜(鲜)']","['草莓菠菜汁', '清炖木耳香菇', '萝卜生菜汤', '炒空心菜', '芹菜炒肉片', '肉片柿子汤']"
急性侵袭型肺曲霉病,"['乌骨鸡', '栗子（熟）', '核桃', '白果（鲜）']","['黄酒', '白酒', '咸鸭蛋', '花生仁（炸）']","['黄瓜炒蛋奶', '小黄瓜西瓜汁', '嫩三丝黄瓜卷', '黄瓜拌鸡丝', '黄瓜拌平菇', '黄瓜拌肚丝']"
妊娠期甲状腺功能亢进,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '黄酒', '白酒', '淡菜(鲜)']","['赤小豆鸡汤', '赤小豆粥', '鸡翅羊肚菌', '羊肚菌炒松仁', '大麦薏仁茯苓粥', '大麦汤', '炒羊肝', '羊肝萝卜粥']"
耻骨炎,"['乌骨鸡', '栗子（熟）', '核桃', '白果（鲜）']","['黄酒', '白酒', '咸鸭蛋', '花生仁（炸）']","['开水白菜', '白菜清汤', '白菜蛋花粥', '清炒油麦菜']"
痰饮,,,
妊娠期糖尿病,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '黄酒', '白酒', '淡菜(鲜)']","['炒豆腐脑', '黄瓜拌绿豆芽', '炒绿豆芽', '绿豆芽炒里脊丝', '木须豇豆', '豇豆粥', '赤小豆粥', '赤小豆冬瓜祛湿汤']"
钴及其化合物引起的皮肤病,,,
痰浊头痛,,,
妊娠舞蹈病,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '黄酒', '白酒', '绿豆']","['肉片烧菜花', '冬菇烧白菜', '肉片柿子汤', '鸡蛋木耳粥', '空心菜瘦肉粥', '素炒西兰花', '番茄菠菜汁', '芝麻芹菜段']"
妊娠性急性阑尾炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '江米酒', '黄酒', '白酒']","['鸡肉冬菇蒸饺', '清炒黄豆芽']"
脊髓梅毒,,,
妊娠性哮喘,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['蜂蜜', '啤酒', '黄酒', '白酒']","['菠菜豆腐汤', '清汤白菜卷', '肉片柿子汤', '菜花泥子汤', '苹果生菜酸奶汁']"
畸形性吞咽困难,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['啤酒', '白酒', '咸鸭蛋', '花生仁（炸）']","['苋菜粥', '炝苋菜', '猪肝菠菜粥', '牛奶菠菜粥', '番茄生菜沙拉', '鸡茸芦笋', '苹果', '番茄苹果汁']"
进行性面偏侧萎缩症,,,
妊娠性心肌梗死,,,
软骨外胚层发育不全,,,
妊娠痒疹,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['赤砂糖', '冰糖', '白砂糖', '啤酒']","['香菇油菜包', '白萝卜油菜汁', '紫菜萝卜汤', '紫菜豆腐汤', '紫菜肉茸汤', '紫菜冬瓜肉粒汤', '番茄菠菜汁', '菠菜猪肝肉片汤']"
膝关节内侧副韧带断裂,,,
日本血吸虫病,,,
痰浊眩晕,,,
腰疝,,,
体质性低血压,,,
日光皮炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '黄酒', '白酒', '淡菜(鲜)']","['油菜苹果牛奶汁', '西芹油菜牛奶汁', '核桃牛奶饮', '牛奶杏仁粥', '花生牛奶炖银耳', '牛奶窝蛋莲子汤', '牛奶椰汁', '木瓜胡萝卜玉米粥']"
眼眶横纹肌肉瘤,,,
日光性雀斑样痣,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['干腌菜', '啤酒', '黄酒', '白酒']","['鸡肉白薯粥', '鸡肉冬菜饼', '鸡肉炒藕丝', '鸡蛋木耳粥', '百合熟地鸡蛋汤', '鸡蛋冰糖炖银耳', '菜花肉饼', '绿菜花竹笋']"
天疤疮,,,
椎管内神经鞘瘤,,,
肉孢子虫病,,,
天柱倒,,,
心脏神经症,"['乌骨鸡', '鸡肉', '栗子（熟）', '核桃']","['啤酒', '白酒', '咸鸭蛋', '花生仁（炸）']","['鸡肉冬菜饼', '百合芝麻猪心汤', '干豆腐拌黄瓜', '黄瓜拌豆腐丝', '黄瓜拌香菜', '三味黄瓜', '粉丝拌黄瓜']"
肉瘤皮肤转移,,,
聤耳,,,
肉芽肿性唇炎,,,
头风病,,,
小儿抽动秽语综合征,"['鸭', '乌骨鸡', '栗子（熟）', '核桃']","['啤酒', '白酒', '白酒', '咸鸭蛋']","['白菜干猪肉煲排骨汤', '牛奶玉米汤']"
肉芽肿性前列腺炎,,,
吐失,,,
肉芽肿性松弛皮肤,,,
团癣,,,
心室扑动和心室颤动,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['牛奶菠菜粥', '菠菜汤', '薏苡仁绿豆粥', '黄豆粥', '苦瓜炖猪排骨', '苦瓜瘦肉汤', '南瓜大麦粥']"
蠕形螨病,,,
退行性黄韧带肥厚,"['鸭蛋', '鸡蛋', '鸡爪', '鸡肉']","['腐竹', '田螺', '沙丁鱼', '三文鱼']","['奶汤干贝菜花', '红腐菜花', '虾球菜花', '香菇烧菜花']"
脱疽,"['鸭蛋', '鸡蛋', '鸡爪', '鸡肉']","['腐竹', '田螺', '沙丁鱼', '三文鱼']","['鲜蘑黄瓜汤', '紫菜黄瓜汤', '黄瓜玫瑰饮', '黄瓜片汤']"
脱囊,,,
乳房导管内乳头状瘤,,,
脱阳,,,
乳房棘球蚴病,,,
热带型肺嗜酸性粒细胞肺炎,,,
啘,,,
乳房结核,,,
顽痹,,,
十二指肠先天性狭窄,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['啤酒', '白酒', '咸鸭蛋', '花生仁（炸）']","['木瓜胡萝卜玉米粥', '雪耳炖木瓜', '牛奶菠菜粥', '菠菜豆腐汤', '番茄菠菜汁', '蚕豆粥']"
